Order Date,Order Time,Order Id,Reference Number,Order Source,Sub Total,Total Merchant Tax,Total Tax,Total Discount,Net Payable,ItemName,Item Quantity,Item Total,Item Discount,Item Taxes
11/12/22,8:06:32 PM,LTGG8KW918VM,1.53845E+11,Swiggy,279,24.44,24.44,0,303,Grilled Bbq Chicken Regular Salad ,1,279,0,24.44
11/12/22,8:13:06 PM,LTGG8L1VPHR7,1.53845E+11,Swiggy,458,47.56,47.56,136.68,369.32,Peri Peri Fries ,1,139,41.48,14.43
11/12/22,8:13:06 PM,LTGG8L1VPHR7,1.53845E+11,Swiggy,458,47.56,47.56,136.68,369.32,Peri Peri Paneer Regular Rice Bowl  ,1,279,95.2,33.13
11/12/22,8:26:25 PM,LTGG8LF3V5H0,1.53846E+11,Swiggy,279,24.44,24.44,0,303,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,0,24.44
11/12/22,8:27:39 PM,LT4KIDYXJ7SGW,1.53846E+11,Swiggy,279,24.44,24.44,0,303,Grilled Bbq Chicken Regular Salad ,1,279,0,24.44
11/12/22,8:44:16 PM,LTGG8LWU4AIX,1.53847E+11,Swiggy,697,71.86,71.86,99.98,669.02,Mexican Chipotle Paneer Regular Burrito ,1,279,40.02,28.76
11/12/22,8:44:16 PM,LTGG8LWU4AIX,1.53847E+11,Swiggy,697,71.86,71.86,99.98,669.02,Peri Peri Fries ,1,139,19.94,14.33
11/12/22,8:44:16 PM,LTGG8LWU4AIX,1.53847E+11,Swiggy,697,71.86,71.86,99.98,669.02,Peri Peri Paneer Regular Rice Bowl  ,1,279,40.02,28.76
11/12/22,8:59:34 PM,LTGG8MC4YTPZ,1.53848E+11,Swiggy,498,40.92,40.92,99.6,439.4,Chipotle Chicken Regular Nachos ,1,279,55.8,22.93
11/12/22,8:59:34 PM,LTGG8MC4YTPZ,1.53848E+11,Swiggy,498,40.92,40.92,99.6,439.4,Grilled Bbq Chicken Regular Nachos ,1,219,43.8,17.99
11/12/22,11:03:46 PM,LTGG8PR7RHB9,1.53855E+11,Swiggy,558,40.46,40.46,168.7,429.3,Grilled Bbq Chicken Regular Rice Bowl  ,2,558,168.7,40.46
11/12/22,11:09:36 PM,LTGG8PWZ6KY2,1.53856E+11,Swiggy,259,23.44,23.44,0,282,Crispy Mushroom Fresh Salad  ,1,259,0,23.44
11/12/22,11:30:27 PM,LT4KIFCX498NY,1.53857E+11,Swiggy,558,43.9,43.9,100,502,Chipotle Chicken Regular Burrito ,1,279,50,21.95
11/12/22,11:30:27 PM,LT4KIFCX498NY,1.53857E+11,Swiggy,558,43.9,43.9,100,502,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,50,21.95
12/12/22,1:39:48 PM,LTGG9DWHUELO,1.53908E+11,Swiggy,558,40.46,40.46,168.7,429.3,Grilled Bbq Chicken Regular Rice Bowl  ,2,558,84.35,20.23
12/12/22,2:06:16 PM,LT4KIM28SIMPA,1.53909E+11,Swiggy,518,41.9,41.9,100,460,Crispy Mushroom Fresh Salad  ,2,518,100,41.9
12/12/22,2:53:42 PM,LT4KIMFBNK438,1.53912E+11,Swiggy,458,29.4,29.4,79.99,407.01,Lemon Iced Tea ,1,99,17.29,6.36
12/12/22,2:53:42 PM,LT4KIMFBNK438,1.53912E+11,Swiggy,458,29.4,29.4,79.99,407.01,Mexican Chipotle Paneer Regular Rice Bowl  ,1,279,62.7,23.04
12/12/22,3:29:06 PM,LTGG9GWVW5FW,1.53914E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
12/12/22,3:45:05 PM,LT4KIMTKYD93W,1.53915E+11,Swiggy,279,20.44,20.44,80,219,Chipotle Chicken Regular Salad ,1,279,80,20.44
12/12/22,6:02:55 PM,LT4KINVJJSL0M,1.53924E+11,Swiggy,219,17.44,17.44,80,156,Grilled Bbq Chicken Regular Nachos ,1,219,80,17.44
12/12/22,7:02:49 PM,LTGG9MTBRHCV,1.53927E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
12/12/22,7:27:23 PM,LTGG9NH7KBQV,1.67085E+12,POS,279,11.16,11.16,55.8,234,Bbq Chicken Regular Rice Bowl ,1,279,55.8,11.16
12/12/22,7:28:04 PM,LTGG9NHSW5A2,1.53929E+11,Swiggy,279,24.44,24.44,0,303,Mexican Chipotle Paneer Regular Rice Bowl  ,1,279,0,24.44
12/12/22,7:29:15 PM,LTGG9NJARG2R,1.53929E+11,Swiggy,279,24.44,24.44,0,303,Mexican Chipotle Paneer Regular Nachos ,1,279,0,24.44
12/12/22,7:34:37 PM,LTGG9NOJ048V,1.53929E+11,Swiggy,279,13.94,13.94,0,293,Grilled Bbq Chicken Quesadillas  ,1,219,0,13.94
12/12/22,8:58:10 PM,LTGG9PZLFQCI,1.53934E+11,Swiggy,538,39.62,39.62,165.68,412.32,Chipotle Chicken Regular Rice Bowl  ,1,279,85.92,20.55
12/12/22,8:58:10 PM,LTGG9PZLFQCI,1.53934E+11,Swiggy,538,39.62,39.62,165.68,412.32,Crispy Mushroom Rice Bowl ,1,259,79.76,19.07
12/12/22,12:20:32 PM,LTGG9BPK4ND5,1.53903E+11,Swiggy,259,19.44,19.44,80,198,Peri Peri Potato Regular Rice Bowl  ,1,259,80,19.44
13/12/22,1:03:34 PM,LTGGAGLN913M,1.53992E+11,Swiggy,359,28.46,28.46,0,387,Grilled Bbq Chicken Regular Salad ,1,279,0,28.46
13/12/22,1:05:53 PM,LTGGAGNP9S8M,1.53992E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
13/12/22,1:18:41 PM,LTGGAH0GU6M7,1.53993E+11,Swiggy,359,28.46,28.46,0,387,Grilled Bbq Chicken Regular Salad ,1,279,0,28.46
13/12/22,1:34:45 PM,LTGGAHGJ4W5E,1.53994E+11,Swiggy,279,20.44,20.44,80,219,Chipotle Chicken Regular Burrito ,1,279,80,20.44
13/12/22,1:49:57 PM,LTGGAHVKJPDA,1.53995E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
13/12/22,2:28:57 PM,LTGGAIY8QNK3,1.53997E+11,Swiggy,279,24.44,24.44,0,303,Mexican Chipotle Paneer Regular  Salad  ,1,279,0,24.44
13/12/22,2:38:15 PM,LTGGAJ8NRLAB,1.53998E+11,Swiggy,279,24.44,24.44,0,303,Mexican Chipotle Paneer Regular Rice Bowl  ,1,279,0,24.44
13/12/22,2:41:06 PM,LT4KIXCRI0UYY,1.53998E+11,Swiggy,259,23.44,23.44,0,282,Crispy Mushroom Rice Bowl ,1,259,0,23.44
13/12/22,2:43:47 PM,LT4KIXDKV97D0,1.53998E+11,Swiggy,279,20.44,20.44,80,219,Fresh Broccoli Regular Burrito ,1,279,80,20.44
13/12/22,3:16:05 PM,LTGGAK93G4AY,1.54E+11,Swiggy,279,20.44,20.44,80,219,Fresh Broccoli Regular Rice Bowl  ,1,279,80,20.44
13/12/22,3:41:20 PM,LT4KIXTEXWMCY,1.54001E+11,Swiggy,194,26.82,26.82,77.6,143.4,Pink Lime Juice ,1,55,22,7.6
13/12/22,3:41:20 PM,LT4KIXTEXWMCY,1.54001E+11,Swiggy,194,26.82,26.82,77.6,143.4,Potato Wedges  ,1,139,55.6,19.22
13/12/22,3:44:22 PM,LTGGAL17WR33,1.54002E+11,Swiggy,418,27.4,27.4,79.99,365.01,Crispy Mushroom Burrito ,1,259,49.56,16.98
13/12/22,3:44:22 PM,LTGGAL17WR33,1.54002E+11,Swiggy,418,27.4,27.4,79.99,365.01,Plain Cheese Quesadilla  ,1,159,30.43,10.42
13/12/22,4:08:11 PM,LT4KIY0VD1KA8,1.54003E+11,Swiggy,279,24.44,24.44,0,303,Grilled Bbq Chicken Regular Salad ,1,279,0,24.44
13/12/22,5:22:15 PM,LTGGANQM24JY,1.54008E+11,Swiggy,279,20.44,20.44,80,219,Fresh Broccoli Regular Burrito ,1,279,80,20.44
13/12/22,6:02:14 PM,LT4KIYW95UV3S,1.5401E+11,Swiggy,279,24.44,24.44,0,303,Grilled Bbq Chicken Regular Salad ,1,279,0,24.44
13/12/22,6:25:28 PM,LTGGAPGL3S0L,1.54011E+11,Swiggy,279,24.44,24.44,0,303,Chipotle Chicken Regular Salad ,1,279,0,24.44
13/12/22,7:21:10 PM,LTGGAR03BVP1,1.54015E+11,Swiggy,279,24.44,24.44,0,303,Grilled Bbq Chicken Regular Salad ,1,279,0,24.44
13/12/22,7:27:27 PM,LT4KIZJR821FW,1.54015E+11,Swiggy,498,27.44,27.44,159.36,365.64,Bbq Paneer Quesadilla ,1,219,70.08,12.07
13/12/22,7:27:27 PM,LT4KIZJR821FW,1.54015E+11,Swiggy,498,27.44,27.44,159.36,365.64,Mexican Chipotle Paneer Regular Burrito ,1,279,89.28,15.37
13/12/22,7:47:15 PM,LTGGARQ2X4GZ,1.54016E+11,Swiggy,279,24.44,24.44,0,303,Grilled Bbq Chicken Regular Salad ,1,279,0,24.44
13/12/22,8:06:55 PM,LT4KIZUSMLEMO,1.54017E+11,Swiggy,697,69.36,69.36,149.99,616.01,Chipotle Chicken Regular Salad ,1,279,60.04,27.76
13/12/22,8:06:55 PM,LT4KIZUSMLEMO,1.54017E+11,Swiggy,697,69.36,69.36,149.99,616.01,Grilled Bbq Chicken Regular Burrito ,1,279,60.04,27.76
13/12/22,8:06:55 PM,LT4KIZUSMLEMO,1.54017E+11,Swiggy,697,69.36,69.36,149.99,616.01,Potato Wedges  ,1,139,29.91,13.83
13/12/22,8:53:42 PM,LTGGATJWWD5K,1.5402E+11,Swiggy,279,24.44,24.44,0,303,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,0,24.44
13/12/22,9:18:35 PM,LT19PA403INN9C,1.54022E+11,Swiggy,249,22.94,22.94,0,272,Fajita Veggies Regular Burrito ,1,249,0,22.94
13/12/22,9:58:11 PM,LTGGAVBNWWLJ,4525692644,Zomato,279,0,12.62,41.85,252.15,Chipotle Chicken Regular Salad ,1,279,41.85,12.62
13/12/22,10:20:04 PM,LT4KJ0VCPBT5E,1.54025E+11,Swiggy,279,20.44,20.44,80,219,Peri Peri Chicken Regular Salad ,1,279,80,20.44
13/12/22,10:27:08 PM,LTGGAW4M5PI8,1.54026E+11,Swiggy,259,23.44,23.44,0,282,Crispy Mushroom Burrito ,1,259,0,23.44
13/12/22,10:55:04 PM,LTGGAWWBCLKX,1.54028E+11,Swiggy,219,17.44,17.44,80,156,Grilled Bbq Chicken Regular Nachos ,1,219,80,17.44
13/12/22,11:29:18 PM,LTGGAXUTSWWH,1.5403E+11,Swiggy,509,30.96,30.96,99.99,440.01,Chipotle Chicken Regular Nachos ,1,279,78.38,24.27
13/12/22,11:29:18 PM,LTGGAXUTSWWH,1.5403E+11,Swiggy,509,30.96,30.96,99.99,440.01,Pink Lime Juice ,2,110,21.61,6.69
13/12/22,12:06:59 PM,LT4KIW6CTW1BU,1.53989E+11,Swiggy,518,38.76,38.76,162.7,394.3,Crispy Mushroom Rice Bowl ,2,518,162.7,38.76
13/12/22,12:12:27 PM,LTGGAF6G15FG,1.53989E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
13/12/22,12:18:35 PM,LT4KIW9J86O7C,1.53989E+11,Swiggy,558,40.46,40.46,168.7,429.3,Grilled Bbq Chicken Regular Burrito ,1,279,84.35,20.23
13/12/22,12:18:35 PM,LT4KIW9J86O7C,1.53989E+11,Swiggy,558,40.46,40.46,168.7,429.3,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,84.35,20.23
13/12/22,12:24:47 PM,LT4KIWBC8XERC,1.5399E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Salad ,1,279,80,20.44
13/12/22,12:34:20 PM,LTGGAFSH4W7I,1.5399E+11,Swiggy,558,43.9,43.9,100,502,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,50,21.95
13/12/22,12:34:20 PM,LTGGAFSH4W7I,1.5399E+11,Swiggy,558,43.9,43.9,100,502,Peri Peri Chicken Regular Rice Bowl  ,1,279,50,21.95
14/12/22,1:06:29 PM,LT4KJ7NTA4J7E,1.54079E+11,Swiggy,279,20.44,20.44,80,219,Chipotle Chicken Regular Salad ,1,279,80,20.44
14/12/22,1:18:41 PM,LT19PC5IV9AU9S,1.54079E+11,Swiggy,359,28.46,28.46,0,387,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,0,28.46
14/12/22,1:36:39 PM,LTGGBL7A2WPJ,1.5408E+11,Swiggy,588,24.4,24.4,99.99,512.01,Fajita Veggies Regular Tacos ,1,249,55.95,13.65
14/12/22,1:36:39 PM,LTGGBL7A2WPJ,1.5408E+11,Swiggy,588,24.4,24.4,99.99,512.01,Vegan Fresh Broccoli  Rice Bowl  ,1,259,44.04,10.75
14/12/22,1:38:33 PM,LTGGBL8T9H4Z,1.54081E+11,Swiggy,528,39.2,39.2,164.18,402.82,Fajita Veggies Regular Salad ,1,249,77.43,18.49
14/12/22,1:38:33 PM,LTGGBL8T9H4Z,1.54081E+11,Swiggy,528,39.2,39.2,164.18,402.82,Grilled Bbq Chicken Regular Salad ,1,279,86.75,20.71
14/12/22,1:41:28 PM,LT4KJ7XMG19S6,1.54081E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Salad ,1,279,80,20.44
14/12/22,1:58:30 PM,LTGGBLSLINJA,1.54082E+11,Swiggy,279,24.44,24.44,0,303,Grilled Bbq Chicken Regular Salad ,1,279,0,24.44
14/12/22,2:06:26 PM,LTGGBM0Q5ZIN,1.54082E+11,Swiggy,359,24.44,24.44,80,303,Chipotle Chicken Regular Salad ,1,279,80,24.44
14/12/22,2:12:01 PM,LT19PC9L9GW65C,1.54083E+11,Swiggy,558,40.46,40.46,168.7,429.3,Chipotle Chicken Regular Nachos ,1,279,84.35,20.23
14/12/22,2:12:01 PM,LT19PC9L9GW65C,1.54083E+11,Swiggy,558,40.46,40.46,168.7,429.3,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,84.35,20.23
14/12/22,2:23:21 PM,LTGGBMI89ZOR,1.54083E+11,Swiggy,259,19.44,19.44,80,198,Crispy Mushroom Rice Bowl ,1,259,80,19.44
14/12/22,2:25:25 PM,LTGGBMJ9YPRD,1.54083E+11,Swiggy,359,28.46,28.46,0,387,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,0,28.46
14/12/22,3:05:42 PM,LTGGBNNOIHYZ,1.54086E+11,Swiggy,558,43.9,43.9,100,502,Chipotle Chicken Regular Rice Bowl  ,1,279,50,21.95
14/12/22,3:05:42 PM,LTGGBNNOIHYZ,1.54086E+11,Swiggy,558,43.9,43.9,100,502,Peri Peri Chicken Regular Rice Bowl  ,1,279,50,21.95
14/12/22,3:22:00 PM,LTGGBO3KA6B5,1.54087E+11,Swiggy,279,20.44,20.44,80,219,Mexican Chipotle Paneer Regular Rice Bowl  ,1,279,80,20.44
14/12/22,3:34:43 PM,LTGGBOGDYWFN,1.54087E+11,Swiggy,279,20.44,20.44,80,219,Chipotle Chicken Regular Rice Bowl  ,1,279,80,20.44
14/12/22,3:53:42 PM,LTGGBP001VJL,1.54089E+11,Swiggy,359,24.44,24.44,80,303,Chipotle Chicken Regular Rice Bowl  ,1,279,80,24.44
14/12/22,4:28:39 PM,LTGGBPXTQPCO,1.54091E+11,Swiggy,219,17.44,17.44,80,156,Grilled Bbq Chicken Regular Nachos ,1,219,80,17.44
14/12/22,5:29:38 PM,LTGGBRMHRBSN,1.54094E+11,Swiggy,279,20.44,20.44,80,219,Chipotle Chicken Regular Salad ,1,279,80,20.44
14/12/22,7:06:31 PM,LTGGBUAT7JXG,1.541E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
14/12/22,7:08:07 PM,LT4KJAFJZJMKM,1.541E+11,Swiggy,548,43.4,43.4,99.99,491.01,Mexican Chipotle Paneer Regular Tacos ,1,289,52.73,22.89
14/12/22,7:08:07 PM,LT4KJAFJZJMKM,1.541E+11,Swiggy,548,43.4,43.4,99.99,491.01,Peri Peri Potato Regular Nachos ,1,259,47.26,20.51
14/12/22,7:16:45 PM,LTGGBUKJX0CW,1.54101E+11,Swiggy,498,19.92,19.92,99.6,418.4,Fajita Veggies Regular Tacos ,2,498,99.6,19.92
14/12/22,7:19:15 PM,LTGGBUNB3BUB,1.54101E+11,Swiggy,259,19.44,19.44,80,198,Peri Peri Potato Regular Rice Bowl  ,1,259,80,19.44
14/12/22,7:23:15 PM,LTGGBUQXZC5Y,1.54101E+11,Swiggy,418,31.4,31.4,0,449,Bean Cheese Quesadilla  ,1,169,0,12.7
14/12/22,7:23:15 PM,LTGGBUQXZC5Y,1.54101E+11,Swiggy,418,31.4,31.4,0,449,Fajita Veggies Regular Rice Bowl  ,1,249,0,18.7
14/12/22,7:45:09 PM,LTGGBVCUTFJ2,1.54103E+11,Swiggy,359,28.46,28.46,0,387,Peri Peri Chicken Regular Salad ,1,279,0,28.46
14/12/22,7:49:53 PM,LT4KJAQW9MXVO,1.54103E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Salad ,1,279,80,20.44
14/12/22,7:55:02 PM,LTGGBVMM3KLJ,1.54103E+11,Swiggy,259,19.44,19.44,80,198,Crispy Mushroom Fresh Salad  ,1,259,80,19.44
14/12/22,8:05:47 PM,LTGGBVXEKAGB,1.54104E+11,Swiggy,578,44.9,44.9,100,523,Chipotle Chicken Regular Tacos ,2,578,100,44.9
14/12/22,8:07:09 PM,LT4KJAVS5450Y,1.54104E+11,Swiggy,279,20.44,20.44,80,219,Peri Peri Chicken Regular Rice Bowl  ,1,279,80,20.44
14/12/22,8:22:23 PM,LTGGBWDX0435,1.54105E+11,Swiggy,558,40.46,40.46,168.7,429.3,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,84.35,20.23
14/12/22,8:22:23 PM,LTGGBWDX0435,1.54105E+11,Swiggy,558,40.46,40.46,168.7,429.3,Peri Peri Chicken Regular Salad ,1,279,84.35,20.23
14/12/22,8:24:27 PM,LTGGBWFVA15U,1.54105E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Salad ,1,279,80,20.44
14/12/22,8:24:45 PM,LTGGBWGB97PI,1.54105E+11,Swiggy,299,21.44,21.44,80,240,Peri Peri Paneer Enchiladas(3pc) ,1,299,80,21.44
14/12/22,8:48:08 PM,LT19PD3XVJAMO0,1.54106E+11,Swiggy,334,12.7,12.7,79.99,267.01,Grilled Bbq Chicken Quesadillas  ,1,219,66.82,10.61
14/12/22,8:48:08 PM,LT19PD3XVJAMO0,1.54106E+11,Swiggy,334,12.7,12.7,79.99,267.01,Pink Lime Juice ,1,55,13.17,2.09
14/12/22,8:53:38 PM,LTGGBXB1H8ZX,1.54107E+11,Swiggy,249,18.94,18.94,80,188,Fajita Veggies Regular Rice Bowl  ,1,249,80,18.94
14/12/22,9:33:46 PM,LT4KJBJINWB40,1.54109E+11,Swiggy,857,39.64,39.64,274.22,622.78,Chipotle Chicken Quesadilla  ,1,219,89.27,12.9
14/12/22,9:33:46 PM,LT4KJBJINWB40,1.54109E+11,Swiggy,857,39.64,39.64,274.22,622.78,Chipotle Chicken Regular Burrito ,1,279,114.87,16.61
14/12/22,9:33:46 PM,LT4KJBJINWB40,1.54109E+11,Swiggy,857,39.64,39.64,274.22,622.78,Peri Peri Chicken Quesadilla  ,1,219,70.07,10.13
14/12/22,10:42:21 PM,LTGGC08MZH4W,1.54113E+11,Swiggy,359,28.46,28.46,0,387,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,0,28.46
14/12/22,11:26:44 PM,LTGGC1GF4DH3,1.54116E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
14/12/22,11:35:42 AM,LTGGBHVJSWE4,1.54073E+11,Swiggy,807,48.44,48.44,258.23,596.77,Chipotle Chicken Enchiladas(3pc) ,1,299,95.68,17.95
14/12/22,11:35:42 AM,LTGGBHVJSWE4,1.54073E+11,Swiggy,807,48.44,48.44,258.23,596.77,Chipotle Chicken Regular Tacos ,1,289,92.48,17.35
14/12/22,11:35:42 AM,LTGGBHVJSWE4,1.54073E+11,Swiggy,807,48.44,48.44,258.23,596.77,Grilled Bbq Chicken Quesadillas  ,1,219,70.08,13.15
14/12/22,11:48:57 AM,LTGGBI8EB1OL,1.54074E+11,Swiggy,279,20.44,20.44,80,219,Peri Peri Chicken Regular Rice Bowl  ,1,279,80,20.44
14/12/22,11:57:54 AM,LTGGBIHEPE5L,1.54074E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
14/12/22,12:00:38 PM,LTGGBIJN1AEY,1.54075E+11,Swiggy,747,46.38,46.38,239.52,553.48,Chipotle Chicken Regular Salad ,1,279,89.46,17.32
14/12/22,12:00:38 PM,LTGGBIJN1AEY,1.54075E+11,Swiggy,747,46.38,46.38,239.52,553.48,Chipotle Paneer Quesadilla ,1,219,70.22,13.6
14/12/22,12:00:38 PM,LTGGBIJN1AEY,1.54075E+11,Swiggy,747,46.38,46.38,239.52,553.48,Fajita Veggies Regular Burrito ,1,249,79.84,15.46
14/12/22,12:37:33 PM,LT4KJ7FQIMACM,1.54077E+11,Swiggy,299,25.44,25.44,0,324,Crispy Mushroom Fresh Salad  ,1,259,0,25.44
15/12/22,1:00:41 PM,LT19PF6D6RT02O,1.54165E+11,Swiggy,299,25.44,25.44,0,324,Peri Peri Potato Regular Rice Bowl  ,1,259,0,25.44
15/12/22,1:20:46 PM,LTGGCOGDQ94K,1.54166E+11,Swiggy,438,21.9,21.9,0,460,Chipotle Chicken Quesadilla  ,1,219,0,10.95
15/12/22,1:20:46 PM,LTGGCOGDQ94K,1.54166E+11,Swiggy,438,21.9,21.9,0,460,Grilled Bbq Chicken Quesadillas  ,1,219,0,10.95
15/12/22,1:25:10 PM,LTGGCOKPZ9K7,1.54166E+11,Swiggy,598,42.16,42.16,174.7,465.3,Peri Peri Chicken Enchiladas(3pc) ,2,598,174.7,42.16
15/12/22,1:37:13 PM,LT4KJIX6W1B3I,1.54167E+11,Swiggy,409,38.3,38.3,0,447,Corn Chips And Salsa ,1,150,0,14.05
15/12/22,1:37:13 PM,LT4KJIX6W1B3I,1.54167E+11,Swiggy,409,38.3,38.3,0,447,Crispy Mushroom Tacos ,1,259,0,24.25
15/12/22,2:17:54 PM,LTGGCQ0XMHS2,1.54169E+11,Swiggy,279,20.44,20.44,80,219,Grilled Bbq Chicken Regular Rice Bowl  ,1,279,80,20.44
15/12/22,2:25:30 PM,LTGGCQ93E9BV,1.5417E+11,Swiggy,388,50.9,50.9,0,439,Fajita Veggies Regular Burrito ,1,249,0,32.67
15/12/22,2:25:30 PM,LTGGCQ93E9BV,1.5417E+11,Swiggy,388,50.9,50.9,0,439,Potato Wedges  ,1,139,0,18.23
